0.681488,-0.015069999999999998,-0.9559200000000001,-0.566656,-0.569329,0.693099,-0.57072,-0.29087199999999996,-0.953958,-1.15631,-0.287892,0.918529,-0.316941,0.12330899999999999,-0.195272,-1.0
-1.49549,2.20289,-0.060007000000000005,-0.566656,-0.569329,0.46820500000000004,-0.09223060000000001,0.244013,-0.953958,-1.15631,0.740293,0.918529,-0.316941,-0.79064,-0.0877882,-1.0
-1.49549,-0.519369,-0.8554809999999999,-0.566656,-0.569329,0.46820500000000004,-0.09223060000000001,-0.216167,-0.953958,0.8635700000000001,-0.493529,0.918529,-0.316941,0.571662,-0.0371174,-1.0
0.681488,-0.25407399999999997,-0.646569,-0.566656,-0.569329,0.693099,-0.57072,0.456175,-0.953958,-1.15631,0.534656,-1.08712,-0.316941,-0.46299799999999997,-0.194696,-1.0
0.681488,-0.864332,0.174015,-0.566656,-0.569329,0.693099,-0.57072,-0.153415,-0.953958,0.8635700000000001,-0.493529,0.918529,3.2681299999999998,-0.348035,-0.195272,-1.0
0.681488,0.08451510000000001,-0.152411,-0.566656,-0.569329,0.0184153,-0.57072,0.0826515,-0.953958,0.8635700000000001,-0.493529,-1.08712,-0.316941,1.03151,-0.195272,-1.0
0.681488,0.171353,-0.747007,-0.566656,-0.569329,0.24331,-0.09223060000000001,1.27793,-0.953958,0.8635700000000001,-0.493529,-1.08712,-0.316941,-0.0951187,5.80941,-1.0
-1.49549,-0.6452439999999999,1.37124,-0.566656,-0.569329,-0.881164,-0.57072,-0.652442,-0.953958,0.8635700000000001,-0.493529,0.918529,-0.316941,-0.57796,0.06364840000000001,-1.0
0.681488,1.8643,-0.8554809999999999,1.6548900000000002,1.7014099999999999,-0.206479,-0.09223060000000001,0.518926,-0.953958,0.8635700000000001,-0.493529,0.918529,-0.316941,-0.00314896,-0.13500399999999999,-1.0
0.681488,0.9146569999999999,0.0313922,1.6548900000000002,1.7014099999999999,0.693099,-0.57072,0.281366,-0.953958,0.8635700000000001,-0.493529,-1.08712,-0.316941,-0.738907,0.08149830000000001,-1.0
0.681488,-0.712166,-0.789192,-0.566656,-0.569329,-1.33095,-0.09223060000000001,-0.0174527,1.04674,0.8635700000000001,-0.493529,-1.08712,-0.316941,-0.302051,-0.195272,-1.0
0.681488,-0.0875679,-0.58731,-0.566656,-0.569329,-1.33095,-0.09223060000000001,0.630983,-0.953958,0.8635700000000001,-0.493529,0.918529,-0.316941,0.4567,-0.156885,-1.0
-1.49549,0.576067,0.249344,-0.566656,-0.569329,-0.206479,-0.57072,-0.365576,-0.953958,0.8635700000000001,-0.493529,-1.08712,-0.316941,-1.0378100000000001,-0.195272,-1.0
