5.0,4.6395778399443905,5.0,0.5020684230582219,2.2473945378620352,-4.93116167545912,1.9774342015257016,5.0,-4.141872910483901,4.287703585020355,-5.0,-4.997812799059239,-5.0,5.0,2.962836687626455,4.985995063201898,5.0,-4.807748273464074,-5.0,-5.0,-5.0,-5.0,1.0
-5.0,-4.98992470220279,-5.0,-1.402260895346755,2.0967920257442554,4.209539925570489,-3.988771676950411,-5.0,-2.3172466708969752,4.999057493843233,5.0,4.909372346458293,5.0,-5.0,-2.490249593508502,-4.9994336136591455,-4.99999820070117,5.0,5.0,5.0,5.0,4.999998724930073,1.0
5.0,4.760003432104639,5.0,1.7904263939380125,4.141918226662366,-4.205452468114112,2.0811174130326973,5.0,-0.9551016606527756,-4.999330560352405,-5.0,-4.945791947356992,-5.0,5.0,3.424667896945917,4.999999999495801,5.0,-4.260378671436582,-5.0,-5.0,-5.0,-5.0,1.0
5.0,3.953457345471468,5.0,3.787590383137582,-1.7579678229337417,4.20354139125283,3.0520337613512574,5.0,4.9230450321462405,-3.8632977730766678,-5.0,-4.999330657801252,-5.0,5.0,2.460402763767066,4.999991008939572,5.0,-4.211463833759086,-5.0,-5.0,-5.0,-5.0,1.0
5.0,4.182749933273223,5.0,0.7440573888508426,2.125318695440639,-4.204023155230685,4.473967669180372,5.0,4.921787474785208,4.135177550443105,-5.0,-4.944660766955691,-5.0,5.0,3.033624799460543,4.999999999996239,5.0,-4.683838912051182,-5.0,-5.0,-5.0,-5.0,1.0
5.0,4.909430556180784,5.0,-0.009599165700015289,0.9874537649405273,-4.404757962168775,-0.8034937069097081,5.0,4.6387580348391815,-4.925611707652842,-5.0,-4.677046670579235,-5.0,5.0,4.755704604519064,4.9999999323217885,5.0,-4.859855597866826,-5.0,-5.0,-5.0,-5.0,1.0
-5.0,-3.050917888222797,-5.0,-2.9798148333531502,-1.755835398167791,-4.209450298831376,-1.4389410262387246,-4.994091090162873,-4.209450298831655,4.209451825782694,5.0,2.3265187936907097,5.0,-4.931631085842834,-2.2211103291170553,-4.999999999999992,-2.346788759536288,4.38035745558003,5.0,5.0,4.999999999999995,4.999999999999996,-1.0
-5.0,-4.989912292499311,-5.0,1.3428980598522697,2.133489352391537,4.209538535883767,1.6717707442507947,-5.0,-2.3161344329633264,4.999056381815383,5.0,4.909256022292765,5.0,-5.0,-4.2617785290812655,-4.999433242688666,-4.999998213196678,5.0,5.0,5.0,5.0,4.999998354169939,1.0
-5.0,-4.885948544327291,-5.0,1.3746050745250191,-0.2418183407355629,-2.4906859680632487,0.45117380833681814,-5.0,-2.149530095734075,4.999992951072954,5.0,4.999322178495851,5.0,-5.0,-2.722980200177505,-4.964410913896313,-4.967359326963358,5.0,5.0,5.0,5.0,4.981181600606526,1.0
5.0,4.799077336081651,5.0,3.305528765316853,0.31370978978507336,-4.204018991343329,3.1652839850820147,5.0,4.932766532242409,4.135175649514157,-5.0,-4.97815335107688,-5.0,5.0,2.875628869071124,4.999999999999972,5.0,-4.434688792715906,-5.0,-5.0,-5.0,-5.0,1.0
-5.0,-4.870180937040679,-5.0,-3.8795645154127274,-0.26861867258522565,-4.20353363661348,-1.4236320853615325,-5.0,-4.7644178860759006,4.999918491735765,5.0,4.993817934435938,5.0,-5.0,-3.129728591398167,-4.999951018355395,-4.999999844367315,5.0,5.0,5.0,5.0,4.999999889711072,1.0
