-1.0,1.0,-0.12650941873846985,-1.0,0.06785850291377463,-0.28634168095194806,-0.09166490231554104,-1.0,0.26664170885485683,0.9610116906195825,-0.16402703292393395,0.035152033928629395,-1.0,1.0,1.0,-1.0,0.7238235800064333,-0.8425825041028897,0.2630597311545985,0.5818116691433686,-1.0,0.8826195107468382,-0.3706176886027305,-1.0,1.0,-0.5807533689600535,-0.49526618005839546,0.016865929184142106,-0.9142960488973413,-1.0,1.0,-1.0,-0.3056120496280617,-0.9887726815113193,-1.0,0.5670581945931313,-0.565675715601418,-1.0,-0.9323961645264106,-1.0,-0.7091568727894083,1.0
-1.0,1.0,-0.13199512235758135,-1.0,0.07241547720445327,-0.2966210762145278,-0.08975167596586878,-1.0,0.2551591359062623,0.9647889950530372,-0.17101909196853235,0.029319380165887046,-1.0,1.0,1.0,-1.0,0.7112748936554608,-0.8486197072392582,0.5804786563155178,0.6111149744133365,-1.0,0.8607152331196599,-0.44573377519719193,-1.0,1.0,-0.48634634992305587,-0.4810329989237614,-0.15638308306557613,-0.8732550835202781,-1.0,1.0,-1.0,-0.40412652801364546,-0.9710986557916128,-1.0,0.5570456273954943,-0.5626990784793335,-1.0,-0.9317254106897516,-1.0,-0.7110113503053488,1.0
-1.0,1.0,-0.0922877211404552,-1.0,0.12459133202655377,-0.028199888489720163,0.06470139772717036,-0.922064855067155,0.17421261391926138,0.9734607816643208,-0.08240072610621332,0.10202606637670526,-1.0,1.0,1.0,-1.0,0.9166952773629479,-0.8664514320640093,1.0,0.49952951911707033,-1.0,1.0,-0.2281419410330633,-1.0,1.0,0.19704500279745601,-0.36336709555965363,0.14302761223925228,-0.9939827082008306,-1.0,1.0,-1.0,-0.2535186604570321,-1.0,-1.0,0.6623116804007582,-0.5245803390409567,-1.0,-0.9200122830345842,-1.0,-0.668189195798331,-1.0
-1.0,1.0,-0.12173155588478973,-1.0,0.060404368748456436,-0.2793126355476811,-0.08846513627049846,-1.0,0.29884945980869493,0.9593712486480688,-0.1548410139143872,0.037847715415117826,-1.0,1.0,1.0,-1.0,0.7381356485221076,-0.826936731560954,0.197971681417476,0.5505850512643018,-1.0,0.9180056947218032,-0.17475096291166314,-1.0,1.0,-0.6683674413127042,-0.5136281056927154,0.35158715445708283,-0.9716506657659828,-1.0,1.0,-1.0,-0.11305732284209682,-1.0,-1.0,0.5745868412969103,-0.5698233469730616,-1.0,-0.9340848246024832,-1.0,-0.7073255454023263,1.0
-1.0,1.0,1.0,-1.0,-0.09027475235521554,0.21387235373983318,0.6368043539817467,0.589265798231265,-0.10980238303102562,0.5767484368463855,-0.32120571161670763,0.1737641806197494,0.08438934916976644,1.0,1.0,-1.0,1.0,0.1916686695020683,-0.7009254055851822,0.34741306214601103,-1.0,1.0,-0.5121582576621243,-1.0,1.0,-0.24879183540587707,-0.10370853473662756,-0.7705042400115673,-0.3152425287756592,-1.0,1.0,-1.0,-0.403694337638155,-0.876817310121322,-1.0,0.8625980045797743,-0.1255617274797414,-0.5251987025918783,-0.36073261545056706,-0.5645191670714971,-0.2389806530640365,1.0
-1.0,1.0,-0.12486637422132159,-1.0,0.08101380663649109,-0.2936449396425673,-0.07561915944638642,-1.0,0.396698829467578,0.9713456909331365,-0.17626603021093357,0.04962116218513515,-1.0,1.0,1.0,-1.0,0.7266185032365496,-0.8353311289988721,-0.7148807036534918,0.5426622281969181,-1.0,0.9213801105335434,-0.16994730850082904,-1.0,1.0,-0.6841156568094199,-0.5435411684990076,0.3022555717109767,-0.9779827317900207,-1.0,1.0,-1.0,-0.13234343676726443,-1.0,-1.0,0.5232252618775012,-0.5841101990018468,-1.0,-0.9369131755145971,-1.0,-0.7067549734740901,1.0
-1.0,1.0,-0.1303190843719223,-1.0,0.06363791530528552,-0.31330927982504775,-0.07949477239774007,-0.9999999999999989,0.19646768405295637,0.9475640016273487,-0.1833647489720854,0.03201051412785278,-1.0,1.0,1.0,-1.0,0.6926587948065872,-0.872300965724072,1.0,0.6359706607154898,-1.0,0.9017357781682137,-0.08769855014629763,-1.0,1.0,0.12718929571689555,-0.5329007226083395,0.27152618592807076,-0.9968997177361275,-1.0,1.0,-1.0,-0.094413663618656,-1.0,-1.0,0.548465475796878,-0.5396411179059143,-1.0,-0.9395273987206059,-1.0,-0.7253964877470943,1.0
-1.0,1.0,-0.12842987028563344,-1.0,0.05377526934281611,-0.2828002314750156,-0.08693708362837187,-1.0,0.23262684733451275,0.953023044230986,-0.152120907449497,0.02831650797722148,-1.0,1.0,1.0,-1.0,0.7339647412061996,-0.830695184532737,1.0,0.5957139263673487,-1.0,0.9036403927437885,-0.24648609182454212,-1.0,1.0,-0.6045656853997927,-0.49454075249374835,0.3098344624792696,-0.9581131576721664,-1.0,1.0,-1.0,-0.135991391328896,-1.0,-1.0,0.5986454169754267,-0.5519598250175004,-1.0,-0.9333991018652399,-1.0,-0.7111267944690971,1.0
-1.0,1.0,-0.15322697284160958,-1.0,0.1497073315393151,0.028252102350150455,0.1035187258582294,-0.94206793136048,0.20658913270593232,0.9801866567783494,-0.09327883786272183,0.13319329603891342,-1.0,1.0,1.0,-1.0,0.9199670830667959,-0.8442845418324879,1.0,0.4429231656926554,-1.0,1.0,-0.3834937143024697,-1.0,1.0,1.0,-0.3108478883091538,-0.2211739059724579,-0.9582518437933385,-1.0,1.0,-1.0,-0.4574222253621098,-1.0,-1.0,0.6137672708873498,-0.5358217233185157,-1.0,-0.9231901758426725,-1.0,-0.6662907254969161,-1.0
-1.0,1.0,0.4924210738852472,-1.0,0.020005976620211918,-0.1353529362630095,-0.015009861653236145,-0.3097361251834596,0.23047983085360155,0.8758759407147721,-0.17073073038103614,0.16744676928931668,-0.5448520525071265,1.0,1.0,-1.0,0.8601320316502068,-0.47711791106948453,-0.362281185994096,0.4370942016382382,-1.0,0.996544767940511,0.23921249589298935,-1.0,1.0,-0.536041030417157,-0.49901218997815977,0.9006124023505264,-0.9994502067989893,-1.0,1.0,-1.0,0.3846311770669627,-1.0,-1.0,0.7465947869588266,-0.4934532034207204,-0.9646323014306069,-0.8601586980613668,-1.0,-0.7188442271735225,1.0
