1.0,0.7332834092140417,-1.0,1.0,-1.0,-1.0,-1.0,-0.9898940706160545,-1.0,0.6441906768844413,-0.47617092992755516,1.0,-0.763662407749784,-0.6537099840912799,0.8706044918089545,1.0
1.0,0.038423382314641305,-1.0,1.0,-1.0,-1.0,0.361765453416963,-0.8549719699088051,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0
1.0,0.6018509245881108,1.0,1.0,-1.0,1.0,0.33201251199705084,0.2717616700297521,-1.0,0.6958445157248133,-0.5274495597439801,-1.0,1.0,1.0,1.0,1.0
0.9736558351809032,1.0,1.0,1.0,-1.0,1.0,0.9659137887061288,-0.4445126447552832,-1.0,-0.008973007487326105,-0.0755327243916885,-1.0,-0.467118124091388,-1.0,0.8621245920704081,-1.0
1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-0.47271191242715066,-1.0,-1.0,1.0,1.0,-0.5358470550193012,-1.0,1.0,-1.0
-1.0,-1.0,1.0,1.0,-1.0,1.0,-0.9952773566134147,-0.8571519101233752,-1.0,0.48394953287993264,-0.3959187114158629,1.0,-0.7463455526872128,1.0,0.9785318931992938,1.0
1.0,0.4987303873706972,-1.0,1.0,-1.0,-1.0,-1.0,-0.9491365742695607,-1.0,0.6886511283919059,-0.5010716134879767,-1.0,-0.7740300007981106,-1.0,0.8545322376910702,1.0
1.0,-1.0,-1.0,1.0,-1.0,0.028219956847061065,-1.0,-0.7297218651298957,-1.0,0.5863018223186571,-0.4955844255437681,-1.0,1.0,1.0,1.0,1.0
1.0,0.14722540018172156,-1.0,1.0,-1.0,-1.0,-0.9999756601520686,0.7407011546570088,-1.0,0.6381845986232771,-0.47143872212088567,-1.0,1.0,1.0,0.9162881647873221,1.0
1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.9122664028960779,-1.0,0.5440215078431275,-0.4320521492060621,-1.0,-0.7993457825584828,-1.0,1.0,1.0
1.0,1.0,1.0,1.0,-1.0,0.02618898681170149,-1.0,0.08290745066940415,-1.0,-1.0,1.0,-1.0,-0.5205402030423413,-0.32329519140214963,0.8035030267696244,-1.0
1.0,-1.0,-0.8342945915658677,1.0,-1.0,1.0,1.0,-0.9722799246763016,-1.0,0.5332799209495608,-0.4217954192992031,-1.0,-0.7221900335713085,-0.6383955027570961,0.8851312571750781,1.0
-1.0,1.0,0.5052204015164276,1.0,-1.0,0.8613688928502523,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-0.547804274079067,-1.0,0.9999758172758002,-1.0
-1.0,0.326429118375748,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.7080132318244663,-0.5008330890918783,1.0,-0.7308561894210359,-0.8657178054700274,0.744850276860158,1.0
1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-0.3934631658398932,-1.0,0.4894930640368927,-0.4096106783862319,1.0,-0.809669286929694,-1.0,1.0,1.0
1.0,0.8057724954694792,-1.0,1.0,-1.0,-1.0,0.37956098477211386,0.7691029419455442,-1.0,0.8452845413903679,-0.5684251728662023,-1.0,-0.7355744390627256,0.22286843797072511,0.7299691820270419,1.0
-1.0,-1.0,-0.12821297317133484,1.0,-1.0,1.0,1.0,-0.9999999999973034,-1.0,0.4507859632184294,-0.3886458295043059,1.0,-0.7765143513965407,-1.0,0.9999999999999946,1.0
-1.0,0.47740427834570504,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,0.7205544217847052,-1.0,-0.881724285603754,-0.4001890516533753,0.9878335436003579,1.0
